CustomerID;Age;Gender;Location;ProductType;PurchaseCount;TotalSpend;AveragePurchaseValue;EngagementScore;FollowDuration;PreferredChannel;CustomerCost;CustomerProfitabilityScore;ROAS;ROI;RFMScore;AverageRFM;Persona;OperatingExpenses;AdditionalCosts;GrossProfit;GrossProfitMargin;OperatingProfit;OperatingProfitMargin;NetProfit;NetProfitMargin;CLTV;LastPurchaseDate;SubscriptionStartDate;SubscriptionEndDate;IsActive;MarketingSpend;ProductCost;SalesRevenue;CustomerAcquisitionDate;CustomerExitDate;CustomerRetentionPeriod;CPA;NumberOfTransactions;CompletionRate
85;64;Male;Asia;Earrings;5;515;103;2.450.969.308;11;Facebook;357.5;157.5;5.15;0.440559441;432;3;Engaged;103;51.5;257.5;50;154.5;30;103;20;1545;17-12-2022;14-06-2022;;TRUE;1.166.847.391;257.5;515;24-03-2022;;8.933.333.333;1.166.847.391;5;0.6
86;41;Male;North America;Earrings;9;893;9.922.222.222;6.907.686.432;17;LinkedIn;546.5;346.5;8.93;0.634034767;252;3;Engaged;178.6;89.3;446.5;50;267.9;30;178.6;20;2679;11-03-2024;19-04-2022;;TRUE;8.230.273.458;446.5;893;26-11-2020;;4.003.333.333;8.230.273.458;9;0.6
87;43;Male;Asia;Ring;1;1503;1503;9.740.358.166;23;LinkedIn;851.5;651.5;15.03;0.765120376;114;2;Engaged;300.6;150.3;751.5;50;450.9;30;300.6;20;4509;30-01-2023;14-04-2022;;TRUE;1.397.919.187;751.5;1503;28-12-2020;;2.543.333.333;1.397.919.187;1;0.6
88;42;Male;North America;Necklace;2;1267;633.5;60.596.993;7;Facebook;733.5;533.5;12.67;0.727334697;414;3;Engaged;253.4;126.7;633.5;50;380.1;30;253.4;20;3801;03-04-2024;10-08-2022;;TRUE;1.388.118.189;633.5;1267;16-08-2021;;3.203.333.333;1.388.118.189;2;0.6
89;62;Other;Middle East;Earrings;6;124;2.066.666.667;7.432.779.488;12;Facebook;162;-38;1.24;-0.234567901;331;2.333.333.333;Engaged;24.8;12.4;62;50;37.2;30;24.8;20;372;29-03-2024;22-06-2022;;TRUE;8.252.906.184;62;124;15-09-2021;;3.086.666.667;8.252.906.184;6;0.6
90;58;Other;North America;Earrings;5;1945;389;1.616.054.073;21;LinkedIn;1072.5;872.5;19.45;0.813519814;135;3;Engaged;389;194.5;972.5;50;583.5;30;389;20;5835;13-03-2023;15-07-2022;;TRUE;1.400.960.896;972.5;1945;13-02-2022;;13.1;1.400.960.896;5;0.6
91;46;Male;North America;Necklace;7;767;1.095.714.286;4.759.002.962;7;LinkedIn;483.5;283.5;7.67;0.586349535;442;3.333.333.333;Engaged;153.4;76.7;383.5;50;230.1;30;153.4;20;2301;01-06-2022;05-08-2022;29-06-2023;FALSE;1.496.157.673;383.5;767;15-06-2021;29-06-2023;11.7;1.496.157.673;7;0.6
92;32;Female;North America;Earrings;3;1196;3.986.666.667;2.047.226.366;12;LinkedIn;698;498;11.96;0.713467049;323;2.666.666.667;Engaged;239.2;119.6;598;50;358.8;30;239.2;20;3588;12-11-2022;17-05-2022;;TRUE;1.325.415.664;598;1196;14-05-2021;;1.823.333.333;1.325.415.664;3;0.6
93;62;Female;Middle East;Necklace;3;731;2.436.666.667;651.516.252;15;LinkedIn;465.5;265.5;7.31;0.570354458;322;2.333.333.333;Engaged;146.2;73.1;365.5;50;219.3;30;146.2;20;2193;14-10-2022;28-08-2022;20-09-2023;FALSE;1.344.871.348;365.5;731;16-08-2021;20-09-2023;1.413.333.333;1.344.871.348;3;0.6
94;18;Female;Middle East;Necklace;2;1947;973.5;9.446.339.424;2;LinkedIn;1073.5;873.5;19.47;0.813693526;515;3.666.666.667;Engaged;389.4;194.7;973.5;50;584.1;30;389.4;20;5841;24-04-2023;15-09-2022;;TRUE;7.490.087.361;973.5;1947;19-07-2022;;9.3;7.490.087.361;2;0.6
95;42;Female;Middle East;Ring;3;1956;652;6.955.999.592;14;Facebook;1078;878;19.56;0.814471243;325;3.333.333.333;Engaged;391.2;195.6;978;50;586.8;30;391.2;20;5868;15-08-2023;26-05-2022;;TRUE;1.076.702.399;978;1956;23-03-2022;;17;1.076.702.399;3;0.6
96;24;Male;Middle East;Bracelet;1;1216;1216;1.691.227.435;13;Instagram;708;508;12.16;0.717514124;313;2.333.333.333;Engaged;243.2;121.6;608;50;364.8;30;243.2;20;3648;20-05-2022;27-07-2022;02-06-2023;FALSE;567.255.914;608;1216;26-01-2021;02-06-2023;1.596.666.667;567.255.914;1;0.6
97;26;Other;Asia;Ring;5;604;120.8;4.191.995.845;4;LinkedIn;402;202;6.04;0.502487562;532;3.333.333.333;Engaged;120.8;60.4;302;50;181.2;30;120.8;20;1812;13-09-2022;06-10-2022;;TRUE;5.949.179.368;302;604;07-08-2021;;13.4;5.949.179.368;5;0.6
98;41;Female;Asia;Bracelet;5;1721;344.2;5.955.970.415;14;LinkedIn;960.5;760.5;17.21;0.791775117;335;3.666.666.667;Engaged;344.2;172.1;860.5;50;516.3;30;344.2;20;5163;24-04-2022;24-04-2022;17-01-2023;FALSE;1.498.892.612;860.5;1721;11-07-2020;17-01-2023;2.173.333.333;1.498.892.612;5;0.6
99;18;Male;Europe;Bracelet;7;435;6.214.285.714;4.628.869.805;14;Instagram;317.5;117.5;4.35;0.37007874;341;2.666.666.667;Engaged;87;43.5;217.5;50;130.5;30;87;20;1305;13-06-2022;13-09-2022;;TRUE;8.266.392.494;217.5;435;25-10-2021;;7.7;8.266.392.494;7;0.6
100;61;Female;Middle East;Bracelet;4;524;131;8.502.796.094;16;Instagram;362;162;5.24;0.447513812;322;2.333.333.333;Engaged;104.8;52.4;262;50;157.2;30;104.8;20;1572;12-09-2023;23-08-2022;;TRUE;1.248.183.912;262;524;13-12-2020;;3.343.333.333;1.248.183.912;4;0.6
101;25;Female;Asia;Earrings;3;598;1.993.333.333;8.332.039.042;7;Instagram;399;199;5.98;0.498746867;422;2.666.666.667;Engaged;119.6;59.8;299;50;179.4;30;119.6;20;1794;19-03-2023;14-04-2022;;TRUE;1.306.665.053;299;598;01-04-2021;;23.9;1.306.665.053;3;0.6
102;41;Male;North America;Ring;1;1487;1487;6.506.479.181;19;Instagram;843.5;643.5;14.87;0.762892709;214;2.333.333.333;Engaged;297.4;148.7;743.5;50;446.1;30;297.4;20;4461;16-08-2022;13-09-2022;;TRUE;1.358.023.271;743.5;1487;21-03-2022;;4.933.333.333;1.358.023.271;1;0.6
103;28;Other;Middle East;Bracelet;8;1046;130.75;4.361.121.506;2;Instagram;623;423;10.46;0.678972713;543;4;Premium;209.2;104.6;523;50;313.8;30;209.2;20;3138;17-01-2024;26-05-2022;25-07-2023;FALSE;1.497.628.297;523;1046;19-02-2022;25-07-2023;2.323.333.333;1.497.628.297;8;0.6
104;34;Other;Europe;Necklace;3;729;243;3.298.027.364;10;Instagram;464.5;264.5;7.29;0.569429494;422;2.666.666.667;Engaged;145.8;72.9;364.5;50;218.7;30;145.8;20;2187;25-07-2023;16-06-2022;;TRUE;7.414.964.853;364.5;729;14-12-2020;;3.176.666.667;7.414.964.853;3;0.6
105;25;Male;Europe;Earrings;2;1868;934;1.952.868.864;18;Facebook;1034;834;18.68;0.806576402;215;2.666.666.667;Engaged;373.6;186.8;934;50;560.4;30;373.6;20;5604;11-06-2022;24-06-2022;;TRUE;5.403.508.269;934;1868;24-01-2022;;4.6;5.403.508.269;2;0.6
106;52;Other;Europe;Ring;4;1322;330.5;4.194.079.151;17;Instagram;761;561;13.22;0.737187911;224;2.666.666.667;Engaged;264.4;132.2;661;50;396.6;30;264.4;20;3966;26-08-2022;29-09-2022;;TRUE;911.191.518;661;1322;25-09-2021;;1.116.666.667;911.191.518;4;0.6
107;52;Male;North America;Bracelet;3;817;2.723.333.333;4.718.552.655;5;Instagram;508.5;308.5;8.17;0.606686332;522;3;Engaged;163.4;81.7;408.5;50;245.1;30;163.4;20;2451;21-08-2023;17-08-2022;17-07-2023;FALSE;6.300.806.698;408.5;817;25-01-2022;17-07-2023;19.1;6.300.806.698;3;0.6
108;50;Male;Asia;Necklace;1;1536;1536;7.082.406.326;12;Facebook;868;668;15.36;0.769585253;314;2.666.666.667;Engaged;307.2;153.6;768;50;460.8;30;307.2;20;4608;23-11-2023;11-09-2022;;TRUE;5.224.258.892;768;1536;21-09-2020;;38.6;5.224.258.892;1;0.6
109;22;Male;North America;Ring;3;438;146;6.923.438.419;6;Instagram;319;119;4.38;0.373040752;521;2.666.666.667;Engaged;87.6;43.8;219;50;131.4;30;87.6;20;1314;06-05-2023;13-07-2022;;TRUE;8.604.268.271;219;438;25-10-2020;;3.076.666.667;8.604.268.271;3;0.6
110;59;Other;Middle East;Ring;2;758;379;1.630.973.257;22;LinkedIn;479;279;7.58;0.582463466;112;1.333.333.333;Standard;151.6;75.8;379;50;227.4;30;151.6;20;2274;13-02-2024;02-08-2022;;TRUE;1.283.738.251;379;758;09-04-2021;;3.466.666.667;1.283.738.251;2;0.6
111;56;Male;Europe;Earrings;8;1061;132.625;4.557.333.839;9;LinkedIn;630.5;430.5;10.61;0.682791435;443;3.666.666.667;Engaged;212.2;106.1;530.5;50;318.3;30;212.2;20;3183;02-06-2023;20-09-2022;;TRUE;1.066.180.691;530.5;1061;11-02-2021;;2.803.333.333;1.066.180.691;8;0.6
112;58;Female;North America;Ring;6;528;88;2.636.009.805;20;Instagram;364;164;5.28;0.450549451;232;2.333.333.333;Engaged;105.6;52.8;264;50;158.4;30;105.6;20;1584;23-01-2023;15-05-2022;;TRUE;8.127.779.892;264;528;01-12-2021;;1.393.333.333;8.127.779.892;6;0.6
113;45;Other;North America;Earrings;9;1906;2.117.777.778;2.411.314.348;1;Facebook;1053;853;19.06;0.810066477;555;5;Premium;381.2;190.6;953;50;571.8;30;381.2;20;5718;23-04-2023;05-05-2022;;TRUE;1.154.342.005;953;1906;21-03-2022;;1.326.666.667;1.154.342.005;9;0.6
114;24;Other;Asia;Bracelet;8;998;124.75;8.445.719.348;22;LinkedIn;599;399;9.98;0.666110184;143;2.666.666.667;Engaged;199.6;99.8;499;50;299.4;30;199.6;20;2994;12-08-2023;22-05-2022;;TRUE;7.320.181.803;499;998;25-05-2021;;2.696.666.667;7.320.181.803;8;0.6
115;26;Other;Asia;Earrings;3;238;7.933.333.333;137.723.695;15;Facebook;219;19;2.38;0.086757991;321;2;Engaged;47.6;23.8;119;50;71.4;30;47.6;20;714;26-11-2022;06-05-2022;21-05-2023;FALSE;5.143.814.461;119;238;24-09-2021;21-05-2023;1.426.666.667;5.143.814.461;3;0.6
116;25;Other;Europe;Necklace;5;1816;363.2;4.772.645.883;21;LinkedIn;1008;808;18.16;0.801587302;135;3;Engaged;363.2;181.6;908;50;544.8;30;363.2;20;5448;20-05-2022;17-06-2022;;TRUE;1.264.353.386;908;1816;08-01-2021;;1.656.666.667;1.264.353.386;5;0.6
117;29;Female;North America;Earrings;7;1041;1.487.142.857;2.513.832.902;6;Instagram;620.5;420.5;10.41;0.677679291;543;4;Premium;208.2;104.1;520.5;50;312.3;30;208.2;20;3123;07-05-2022;04-09-2022;;TRUE;1.123.743.085;520.5;1041;28-07-2022;;-2.733.333.333;1.123.743.085;7;0.6
118;51;Other;North America;Necklace;5;641;128.2;8.913.971.941;19;Facebook;420.5;220.5;6.41;0.524375743;232;2.333.333.333;Engaged;128.2;64.1;320.5;50;192.3;30;128.2;20;1923;22-08-2022;20-04-2022;;TRUE;1.262.302.625;320.5;641;22-04-2021;;1.623.333.333;1.262.302.625;5;0.6
119;50;Other;Asia;Earrings;8;156;19.5;6.013.364.619;18;Facebook;178;-22;1.56;-0.123595506;241;2.333.333.333;Engaged;31.2;15.6;78;50;46.8;30;31.2;20;468;27-10-2022;22-06-2022;;TRUE;5.389.380.167;78;156;25-06-2021;;16.3;5.389.380.167;8;0.6
120;40;Male;North America;Ring;5;1355;271;3.082.425.727;6;Facebook;777.5;577.5;13.55;0.742765273;534;4;Premium;271;135.5;677.5;50;406.5;30;271;20;4065;12-05-2022;22-07-2022;;TRUE;1.337.119.628;677.5;1355;31-07-2021;;9.5;1.337.119.628;5;0.6
121;41;Other;North America;Bracelet;1;757;757;5.521.845.584;13;LinkedIn;478.5;278.5;7.57;0.582027168;312;2;Engaged;151.4;75.7;378.5;50;227.1;30;151.4;20;2271;27-05-2022;17-05-2022;;TRUE;11.195.262;378.5;757;03-04-2022;;1.8;11.195.262;1;0.6
122;54;Female;North America;Necklace;5;534;106.8;7.583.377.237;1;LinkedIn;367;167;5.34;0.455040872;532;3.333.333.333;Engaged;106.8;53.4;267;50;160.2;30;106.8;20;1602;25-08-2023;21-08-2022;;TRUE;1.063.395.351;267;534;16-11-2020;;3.373.333.333;1.063.395.351;5;0.6
123;52;Female;Asia;Earrings;4;483;120.75;962.306.208;23;LinkedIn;341.5;141.5;4.83;0.414348463;121;1.333.333.333;Standard;96.6;48.3;241.5;50;144.9;30;96.6;20;1449;21-05-2023;02-05-2022;05-08-2023;FALSE;1.124.614.048;241.5;483;20-08-2021;05-08-2023;21.3;1.124.614.048;4;0.6
124;61;Female;Europe;Earrings;6;659;1.098.333.333;2.984.014.038;23;Instagram;429.5;229.5;6.59;0.534342258;132;2;Engaged;131.8;65.9;329.5;50;197.7;30;131.8;20;1977;04-11-2023;26-05-2022;;TRUE;1.364.433.247;329.5;659;26-02-2021;;32.7;1.364.433.247;6;0.6
125;57;Female;Middle East;Earrings;3;293;9.766.666.667;8.975.635.949;13;LinkedIn;246.5;46.5;2.93;0.188640974;321;2;Engaged;58.6;29.3;146.5;50;87.9;30;58.6;20;879;06-04-2024;08-07-2022;10-03-2023;FALSE;1.086.936.507;146.5;293;27-04-2021;10-03-2023;3.583.333.333;1.086.936.507;3;0.6
126;39;Other;Europe;Ring;5;1859;371.8;9.408.737.028;7;Instagram;1029.5;829.5;18.59;0.805730937;435;4;Premium;371.8;185.9;929.5;50;557.7;30;371.8;20;5577;17-07-2022;25-05-2022;;TRUE;108.095.038;929.5;1859;03-01-2022;;6.5;108.095.038;5;0.6
127;44;Other;Middle East;Ring;2;1771;885.5;9.247.784.901;15;Facebook;985.5;785.5;17.71;0.797057331;315;3;Engaged;354.2;177.1;885.5;50;531.3;30;354.2;20;5313;22-02-2024;25-07-2022;10-01-2024;FALSE;1.490.679.157;885.5;1771;24-04-2021;10-01-2024;3.446.666.667;1.490.679.157;2;0.6
128;52;Female;North America;Necklace;6;633;105.5;6.718.729.212;12;Facebook;416.5;216.5;6.33;0.519807923;332;2.666.666.667;Engaged;126.6;63.3;316.5;50;189.9;30;126.6;20;1899;04-04-2024;27-08-2022;;TRUE;1.256.730.167;316.5;633;28-07-2022;;2.053.333.333;1.256.730.167;6;0.6
129;18;Female;Europe;Necklace;6;617;1.028.333.333;666.838.589;1;Instagram;408.5;208.5;6.17;0.510403917;532;3.333.333.333;Engaged;123.4;61.7;308.5;50;185.1;30;123.4;20;1851;08-10-2023;28-08-2022;;TRUE;9.422.938.055;308.5;617;06-11-2021;;2.336.666.667;9.422.938.055;6;0.6
130;52;Other;Middle East;Ring;5;815;163;4.628.895.699;15;LinkedIn;507.5;307.5;8.15;0.60591133;332;2.666.666.667;Engaged;163;81.5;407.5;50;244.5;30;163;20;2445;13-12-2023;22-07-2022;;TRUE;1.207.397;407.5;815;17-02-2021;;34.3;1.207.397;5;0.6
131;54;Female;Asia;Necklace;6;850;1.416.666.667;7.771.580.941;4;Instagram;525;325;8.5;0.619047619;532;3.333.333.333;Engaged;170;85;425;50;255;30;170;20;2550;15-07-2023;29-07-2022;24-01-2023;FALSE;8.892.304.717;425;850;04-12-2021;24-01-2023;19.6;8.892.304.717;6;0.6
132;64;Male;Asia;Bracelet;7;284;4.057.142.857;5.781.646.165;13;Facebook;242;42;2.84;0.173553719;341;2.666.666.667;Engaged;56.8;28.4;142;50;85.2;30;56.8;20;852;12-01-2024;22-07-2022;;TRUE;7.288.754.625;142;284;09-10-2020;;3.966.666.667;7.288.754.625;7;0.6
133;31;Female;Europe;Bracelet;5;1995;399;7.096.942.641;23;Facebook;1097.5;897.5;19.95;0.817767654;135;3;Engaged;399;199.5;997.5;50;598.5;30;399;20;5985;14-04-2022;08-06-2022;;TRUE;1.096.851.877;997.5;1995;06-05-2021;;1.143.333.333;1.096.851.877;5;0.6
134;20;Female;Europe;Ring;1;391;391;4.856.121.135;5;Instagram;295.5;95.5;3.91;0.323181049;511;2.333.333.333;Engaged;78.2;39.1;195.5;50;117.3;30;78.2;20;1173;13-11-2022;27-09-2022;;TRUE;1.428.182.098;195.5;391;27-10-2021;;1.273.333.333;1.428.182.098;1;0.6
135;18;Male;North America;Necklace;8;1458;182.25;7.583.468.176;2;LinkedIn;829;629;14.58;0.758745476;544;4.333.333.333;Premium;291.6;145.8;729;50;437.4;30;291.6;20;4374;25-08-2023;18-07-2022;;TRUE;142.913.952;729;1458;07-06-2022;;14.8;142.913.952;8;0.6
136;22;Male;Europe;Earrings;4;831;207.75;8.420.243.658;23;LinkedIn;515.5;315.5;8.31;0.612027158;122;1.666.666.667;Standard;166.2;83.1;415.5;50;249.3;30;166.2;20;2493;12-05-2023;16-06-2022;;TRUE;8.419.052.781;415.5;831;07-06-2021;;2.346.666.667;8.419.052.781;4;0.6
137;43;Other;North America;Bracelet;9;215;2.388.888.889;2.317.926.309;1;Instagram;207.5;7.5;2.15;0.036144578;551;3.666.666.667;Engaged;43;21.5;107.5;50;64.5;30;43;20;645;07-05-2023;20-08-2022;26-02-2023;FALSE;1.027.677.466;107.5;215;13-04-2021;26-02-2023;2.513.333.333;1.027.677.466;9;0.6
138;31;Other;North America;Ring;6;924;154;849.636.744;16;Instagram;562;362;9.24;0.644128114;333;3;Engaged;184.8;92.4;462;50;277.2;30;184.8;20;2772;02-11-2022;07-08-2022;;TRUE;7.116.358.986;462;924;08-08-2020;;27.2;7.116.358.986;6;0.6
139;56;Male;Asia;Necklace;1;1172;1172;5.862.668.786;23;LinkedIn;686;486;11.72;0.70845481;113;1.666.666.667;Standard;234.4;117.2;586;50;351.6;30;234.4;20;3516;24-04-2022;16-05-2022;;TRUE;1.495.631.109;586;1172;20-06-2020;;2.243.333.333;1.495.631.109;1;0.6
140;44;Male;Asia;Ring;3;784;2.613.333.333;8.601.993.182;6;Facebook;492;292;7.84;0.593495935;522;3;Engaged;156.8;78.4;392;50;235.2;30;156.8;20;2352;15-10-2023;20-06-2022;;TRUE;1.481.117.908;392;784;13-01-2021;;33.5;1.481.117.908;3;0.6
141;26;Other;Middle East;Earrings;3;181;6.033.333.333;4.881.715.357;23;Instagram;190.5;-9.5;1.81;-0.049868766;121;1.333.333.333;Standard;36.2;18.1;90.5;50;54.3;30;36.2;20;543;14-07-2023;14-08-2022;;TRUE;114.950.893;90.5;181;13-07-2021;;2.436.666.667;114.950.893;3;0.6
142;32;Female;Asia;Bracelet;4;933;233.25;4.411.364.368;16;LinkedIn;566.5;366.5;9.33;0.646954987;323;2.666.666.667;Engaged;186.6;93.3;466.5;50;279.9;30;186.6;20;2799;29-02-2024;24-07-2022;15-07-2023;FALSE;130.441.406;466.5;933;01-05-2021;15-07-2023;3.446.666.667;130.441.406;4;0.6
143;32;Male;Asia;Ring;6;432;72;9.235.546.593;14;LinkedIn;316;116;4.32;0.367088608;331;2.333.333.333;Engaged;86.4;43.2;216;50;129.6;30;86.4;20;1296;05-11-2023;10-07-2022;;TRUE;1.215.100.161;216;432;22-12-2021;;2.276.666.667;1.215.100.161;6;0.6
144;43;Other;Europe;Ring;7;656;9.371.428.571;3.260.523.408;3;Facebook;428;228;6.56;0.53271028;542;3.666.666.667;Engaged;131.2;65.6;328;50;196.8;30;131.2;20;1968;06-12-2022;10-05-2022;;TRUE;1.093.158.219;328;656;28-11-2021;;1.243.333.333;1.093.158.219;7;0.6
145;59;Female;Asia;Ring;4;434;108.5;8.597.910.928;15;Facebook;317;117;4.34;0.369085174;321;2;Engaged;86.8;43.4;217;50;130.2;30;86.8;20;1302;25-10-2023;09-08-2022;;TRUE;553.347.997;217;434;10-05-2021;;2.993.333.333;553.347.997;4;0.6
146;30;Male;Middle East;Earrings;6;631;1.051.666.667;5.356.185.153;3;Facebook;415.5;215.5;6.31;0.518652226;532;3.333.333.333;Engaged;126.2;63.1;315.5;50;189.3;30;126.2;20;1893;14-07-2022;24-08-2022;;TRUE;9.547.643.426;315.5;631;01-07-2022;;0.433333333;9.547.643.426;6;0.6
147;49;Female;Europe;Ring;1;320;320;5.626.858.983;23;Facebook;260;60;3.2;0.230769231;111;1;Standard;64;32;160;50;96;30;64;20;960;07-08-2023;30-05-2022;;TRUE;1.174.786.302;160;320;17-11-2020;;33.1;1.174.786.302;1;0.6
148;56;Other;Middle East;Earrings;8;734;91.75;3.776.214.533;2;Facebook;467;267;7.34;0.571734475;542;3.666.666.667;Engaged;146.8;73.4;367;50;220.2;30;146.8;20;2202;21-05-2023;08-05-2022;;TRUE;1.177.531.614;367;734;01-10-2021;;19.9;1.177.531.614;8;0.6
149;49;Male;Asia;Earrings;7;1869;267;6.157.379.806;1;Instagram;1034.5;834.5;18.69;0.806669889;545;4.666.666.667;Premium;373.8;186.9;934.5;50;560.7;30;373.8;20;5607;26-11-2022;19-05-2022;;TRUE;8.731.226.184;934.5;1869;30-11-2021;;1.203.333.333;8.731.226.184;7;0.6
150;21;Female;Middle East;Earrings;9;1856;2.062.222.222;3.926.900.766;9;LinkedIn;1028;828;18.56;0.805447471;455;4.666.666.667;Premium;371.2;185.6;928;50;556.8;30;371.2;20;5568;24-01-2024;20-05-2022;;TRUE;1.441.691.987;928;1856;13-10-2020;;3.993.333.333;1.441.691.987;9;0.6
151;47;Male;Europe;Bracelet;3;422;1.406.666.667;1.353.424.728;9;Instagram;311;111;4.22;0.356913183;421;2.333.333.333;Engaged;84.4;42.2;211;50;126.6;30;84.4;20;1266;27-09-2022;20-04-2022;;TRUE;6.673.570.322;211;422;02-06-2020;;2.823.333.333;6.673.570.322;3;0.6
152;54;Female;North America;Bracelet;2;1974;987;3.447.987.448;23;Instagram;1087;887;19.74;0.81600736;115;2.333.333.333;Engaged;394.8;197.4;987;50;592.2;30;394.8;20;5922;02-10-2023;07-09-2022;;TRUE;1.000.359.446;987;1974;28-09-2021;;2.446.666.667;1.000.359.446;2;0.6
153;40;Other;Middle East;Ring;1;102;102;1.057.411.391;7;Instagram;151;-49;1.02;-0.324503311;411;2;Engaged;20.4;10.2;51;50;30.6;30;20.4;20;306;15-05-2022;10-04-2022;;TRUE;1.190.883.977;51;102;23-12-2020;;1.693.333.333;1.190.883.977;1;0.6
154;56;Other;Middle East;Ring;3;1817;6.056.666.667;9.805.193.084;3;Instagram;1008.5;808.5;18.17;0.801685672;525;4;Premium;363.4;181.7;908.5;50;545.1;30;363.4;20;5451;16-09-2023;25-05-2022;;TRUE;1.197.135.806;908.5;1817;11-06-2021;;2.756.666.667;1.197.135.806;3;0.6
155;62;Male;Europe;Bracelet;5;305;61;9.691.724.888;18;Instagram;252.5;52.5;3.05;0.207920792;231;2;Engaged;61;30.5;152.5;50;91.5;30;61;20;915;16-09-2022;19-07-2022;;TRUE;1.148.638.957;152.5;305;05-04-2021;;1.763.333.333;1.148.638.957;5;0.6
156;32;Female;Europe;Necklace;2;1955;977.5;4.556.397.677;11;Facebook;1077.5;877.5;19.55;0.814385151;415;3.333.333.333;Engaged;391;195.5;977.5;50;586.5;30;391;20;5865;08-03-2024;05-09-2022;;TRUE;7.752.882.135;977.5;1955;07-05-2022;;2.236.666.667;7.752.882.135;2;0.6
157;60;Male;Middle East;Bracelet;3;139;4.633.333.333;7.555.337.689;7;Facebook;169.5;-30.5;1.39;-0.179941003;421;2.333.333.333;Engaged;27.8;13.9;69.5;50;41.7;30;27.8;20;417;08-12-2022;08-07-2022;19-10-2023;FALSE;6.562.065.687;69.5;139;12-12-2021;19-10-2023;1.203.333.333;6.562.065.687;3;0.6
158;46;Male;Asia;Earrings;4;158;39.5;4.112.254.886;9;LinkedIn;179;-21;1.58;-0.117318436;421;2.333.333.333;Engaged;31.6;15.8;79;50;47.4;30;31.6;20;474;04-07-2022;28-07-2022;;TRUE;1.135.940.327;79;158;04-05-2022;;2.033.333.333;1.135.940.327;4;0.6
159;53;Female;Middle East;Bracelet;7;1050;150;7.039.838.414;1;Instagram;625;425;10.5;0.68;543;4;Premium;210;105;525;50;315;30;210;20;3150;08-11-2023;20-09-2022;;TRUE;1.099.302.116;525;1050;20-03-2022;;1.993.333.333;1.099.302.116;7;0.6
160;30;Female;Europe;Earrings;3;673;2.243.333.333;8.248.870.387;14;LinkedIn;436.5;236.5;6.73;0.541809851;322;2.333.333.333;Engaged;134.6;67.3;336.5;50;201.9;30;134.6;20;2019;20-02-2024;05-06-2022;;TRUE;6.793.560.103;336.5;673;04-07-2020;;44.2;6.793.560.103;3;0.6
161;49;Female;North America;Ring;9;743;8.255.555.556;9.520.806.202;20;Facebook;471.5;271.5;7.43;0.575821845;252;3;Engaged;148.6;74.3;371.5;50;222.9;30;148.6;20;2229;18-10-2023;10-04-2022;;TRUE;1.205.139.146;371.5;743;21-11-2021;;23.2;1.205.139.146;9;0.6
162;24;Other;North America;Necklace;8;1630;203.75;4.601.910.483;6;Facebook;915;715;16.3;0.781420765;545;4.666.666.667;Premium;326;163;815;50;489;30;326;20;4890;04-11-2023;11-06-2022;;TRUE;9.551.719.917;815;1630;27-12-2021;;2.256.666.667;9.551.719.917;8;0.6
163;39;Male;Asia;Ring;4;1695;423.75;8.049.681.847;7;Facebook;947.5;747.5;16.95;0.788918206;425;3.666.666.667;Engaged;339;169.5;847.5;50;508.5;30;339;20;5085;15-01-2024;03-06-2022;04-11-2023;FALSE;1.167.760.592;847.5;1695;15-09-2021;04-11-2023;28.4;1.167.760.592;4;0.6
164;45;Male;Middle East;Earrings;1;942;942;3.393.356.056;10;Instagram;571;371;9.42;0.649737303;413;2.666.666.667;Engaged;188.4;94.2;471;50;282.6;30;188.4;20;2826;07-05-2022;02-08-2022;;TRUE;133.736.708;471;942;23-03-2021;;1.366.666.667;133.736.708;1;0.6
165;19;Other;North America;Earrings;1;1245;1245;9.912.990.734;7;Instagram;722.5;522.5;12.45;0.723183391;414;3;Engaged;249;124.5;622.5;50;373.5;30;249;20;3735;20-12-2023;24-09-2022;16-02-2023;FALSE;6.697.284.286;622.5;1245;02-05-2021;16-02-2023;3.206.666.667;6.697.284.286;1;0.6
166;59;Female;Middle East;Earrings;1;1602;1602;1.231.926.389;2;Facebook;901;701;16.02;0.778024417;514;3.333.333.333;Engaged;320.4;160.2;801;50;480.6;30;320.4;20;4806;17-10-2023;30-08-2022;27-03-2024;FALSE;519.144.868;801;1602;25-05-2022;27-03-2024;17;519.144.868;1;0.6
167;62;Other;Europe;Necklace;1;718;718;6.431.759.259;4;LinkedIn;459;259;7.18;0.564270153;512;2.666.666.667;Engaged;143.6;71.8;359;50;215.4;30;143.6;20;2154;15-03-2023;05-09-2022;;TRUE;1.279.102.586;359;718;01-12-2021;;1.563.333.333;1.279.102.586;1;0.6
168;23;Other;North America;Bracelet;8;195;24.375;6.935.553.835;21;LinkedIn;197.5;-2.5;1.95;-0.012658228;141;2;Engaged;39;19.5;97.5;50;58.5;30;39;20;585;06-03-2023;01-10-2022;01-04-2024;FALSE;1.109.697.425;97.5;195;14-10-2021;01-04-2024;1.693.333.333;1.109.697.425;8;0.6
169;45;Other;Asia;Ring;3;1982;6.606.666.667;7.192.410.014;17;Facebook;1091;891;19.82;0.816681943;225;3;Engaged;396.4;198.2;991;50;594.6;30;396.4;20;5946;09-01-2024;01-06-2022;;TRUE;119.963.957;991;1982;01-12-2020;;37.8;119.963.957;3;0.6
